X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-기복회전(deg),Y:Pos1_Relative-선회회전(deg),Y:Pos_TY-인양물(mm),Y:Pos_ROLL-하부체(deg),Y:Pos_PITCH-하부체(deg),Y:Pos_YAW-하부체(deg)
20.350253,369411.54,373816.70,378176.58,382489.44,386753.52,110927.19,116738.38,122641.52,128632.14,134705.76,-2.5927028e-28,90.000000,7289.2796,-0.00036007528,0.020757356,2.6501154e-05
20.360253,369580.88,373956.54,378287.44,382571.87,386808.11,110879.05,116663.71,122539.59,128502.24,134547.27,5.2943664e-29,90.000000,7289.2799,-0.00036039854,0.019064677,2.6373001e-05
20.370253,369676.34,374006.69,378293.16,382534.10,386727.85,110938.27,116680.74,122513.06,128430.91,134429.95,5.4074164e-28,90.000000,7289.2804,-0.00036044008,0.017367757,2.6161166e-05
20.380253,369861.41,374139.82,378375.31,382566.30,386711.16,110953.22,116648.03,122431.23,128298.60,134245.94,5.7862682e-28,90.000000,7289.2809,-0.00036068363,0.015679761,2.5924818e-05
20.390253,370051.99,374267.93,378442.13,382573.05,386659.16,110999.29,116636.49,122360.29,128166.62,134051.39,-4.4980089e-28,90.000000,7289.2814,-0.00036088463,0.014014730,2.5637502e-05
20.400253,370211.72,374353.45,378454.84,382514.43,386530.77,111107.60,116675.70,122328.24,128061.27,133870.87,-1.4925646e-28,90.000000,7289.2819,-0.00036093973,0.012387372,2.5290015e-05
20.410253,370472.55,374536.03,378560.57,382544.81,386487.37,111154.79,116650.84,122229.16,127885.98,133617.50,-2.1984858e-29,90.000000,7289.2824,-0.00036124110,0.010812872,2.4931317e-05
20.420253,370668.81,374642.08,378578.07,382475.48,386333.04,111290.09,116702.03,122193.67,127761.41,133401.62,1.5059600e-28,90.000000,7289.2827,-0.00036130562,0.0093067849,2.4508420e-05
20.430253,370914.77,374792.76,378635.17,382440.77,386208.38,111405.98,116729.35,122129.79,127603.86,133148.13,1.9813737e-28,90.000000,7289.2829,-0.00036147410,0.0078847517,2.4064669e-05
20.440253,371195.96,374973.74,378717.65,382426.58,386099.41,111512.88,116743.18,122047.85,127423.63,132867.25,8.4797874e-29,90.000000,7289.2830,-0.00036170865,0.0065623682,2.3599302e-05
20.450253,371417.98,375086.62,378723.26,382326.88,385896.47,111694.11,116822.14,122021.56,127289.30,132622.28,-2.7753916e-28,90.000000,7289.2828,-0.00036173663,0.0053549764,2.3085002e-05
