X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-ê¸°ë³µ?Œì „(deg),Y:Pos1_Relative-? íšŒ?Œì „(deg),Y:Pos_TY-?¸ì–‘ë¬?mm)
18.170253,500000,479962,228434.76,5694.9753,-0.000527416,500000,474465.19,216053.9,3089.0811,-0.000273693,-9.7642168,5.51E-31,6135.3887
18.180253,500000,479966.46,228318.28,5637.4779,-0.000467031,500000,474559.82,216124.93,3079.033,-0.000226627,-9.7667042,9.86E-30,6135.0485
18.190253,500000,479968.29,228209.58,5585.3614,-0.000433578,500000,474645.38,216191.2,3070.6337,-0.000212976,-9.7691793,1.57E-30,6134.7099
18.200253,500000,479973.09,228109.75,5535.9814,-0.000433621,500000,474725.83,216248.95,3061.0888,-0.00023916,-9.7716422,-1.90E-30,6134.373
18.210253,500000,479986.62,228019.64,5486.5524,-0.000464314,500000,474805.39,216294.42,3047.522,-0.000301838,-9.7740927,-1.27E-29,6134.0378
18.220253,500000,480013.53,227940.16,5434.9719,-0.000514321,500000,474887.26,216324.43,3027.6519,-0.000388879,-9.7765309,-7.66E-30,6133.7041
18.230253,500000,480056.32,227872.49,5380.4382,-0.000567046,500000,474972.6,216336.71,3000.311,-0.000482713,-9.7789568,8.95E-31,6133.372
18.240253,500000,480114.96,227818.17,5323.6914,-0.000605268,500000,475060.14,216330.1,2965.6579,-0.000565105,-9.7813704,2.67E-30,6133.0415
18.250253,500000,480187.16,227779.03,5266.816,-0.000615894,500000,475146.46,216304.46,2925.0245,-0.000622039,-9.7837715,-2.34E-30,6132.7126
18.260253,500000,480269.19,227757.03,5212.6699,-0.000593519,500000,475226.86,216260.4,2880.4517,-0.000647374,-9.7861603,-2.22E-30,6132.3852
18.270253,500000,480357.1,227753.96,5164.1093,-0.000541845,500000,475296.65,216198.82,2834.0547,-0.000644306,-9.7885368,-1.68E-30,6132.0594
18.280253,500000,480447.9,227771.11,5123.227,-0.000472618,500000,475352.33,216120.46,2787.4053,-0.000624286,-9.7909008,2.71E-31,6131.7352
18.290253,500000,480540.5,227809.13,5090.8031,-0.000402418,500000,475392.53,216025.55,2741.0956,-0.000603741,-9.7932524,2.42E-31,6131.4126
18.300253,500000,480635.96,227867.85,5066.1021,-0.000348205,500000,475418.38,215913.64,2694.5917,-0.000599516,-9.7955915,1.60E-30,6131.0915
18.310253,500000,480737.3,227946.37,5047.0579,-0.000322835,500000,475433.19,215783.68,2646.4047,-0.000624261,-9.7979182,-6.99E-30,6130.772
18.320253,500000,480848.6,228043.29,5030.7938,-0.000331707,500000,475441.62,215634.31,2594.5282,-0.000682993,-9.8002325,5.19E-30,6130.454
18.330253,500000,480973.9,228156.92,5014.3421,-0.00037145,500000,475448.5,215464.31,2537.0217,-0.000771707,-9.8025342,3.37E-31,6130.1376
18.340253,500000,481116.05,228285.63,4995.3738,-0.000430934,500000,475457.66,215273.05,2472.5839,-0.000878404,-9.8048235,-2.89E-30,6129.8228
18.350253,500000,481275.86,228428.01,4972.7476,-0.000494332,500000,475471.03,215060.87,2400.9554,-0.000986203,-9.8071003,-1.02E-30,6129.5095
18.360253,500000,481451.77,228582.96,4946.728,-0.000545365,500000,475488.26,214829.2,2323.0385,-0.00107771,-9.8093645,-5.16E-30,6129.1977
18.370253,500000,481640.15,228749.66,4918.8209,-0.000571583,500000,475507.04,214580.58,2240.7066,-0.001139447,-9.8116162,1.38E-29,6128.8876
18.380253,500000,481836.08,228927.38,4891.2798,-0.000567546,500000,475523.84,214318.32,2156.3671,-0.001165184,-9.8138553,1.73E-29,6128.579
18.390253,500000,482034.44,229115.25,4866.4271,-0.00053611,500000,475535.05,214046.06,2072.4112,-0.001157327,-9.8160819,-1.89E-29,6128.2721
18.400253,500000,482231.01,229312.05,4845.9748,-0.000487527,500000,475538.07,213767.27,1990.7076,-0.001126069,-9.8182959,-8.10E-30,6127.9668
18.410253,500000,482423.27,229516.03,4830.5175,-0.000436696,500000,475532.13,213484.85,1912.2634,-0.001086583,-9.8204972,-3.98E-30,6127.6631
18.420253,500000,482610.74,229724.89,4819.3153,-0.000399295,500000,475518.65,213200.84,1837.1259,-0.001055038,-9.822686,-7.16E-30,6127.3612
18.430253,500000,482794.79,229935.84,4810.4108,-0.000387834,500000,475501.04,212916.41,1764.5258,-0.001044469,-9.8248621,9.94E-30,6127.0609
18.440253,500000,482978.01,230145.81,4801.0436,-0.000408586,500000,475484.01,212632.11,1693.2111,-0.00106153,-9.8270256,9.24E-31,6126.7623
